left_armpit,right_armpit,label,phase,split
34.860402535811865,18.58598703934939,0,up,train
25.858977399081393,21.525823863218715,0,up,train
34.50197353223529,18.956523554877368,0,up,train
33.27452465414367,26.10153049209244,0,up,train
32.605661672810676,38.955784768186575,0,up,train
37.505001522224724,22.60561175740488,0,up,train
33.84798405891877,26.384567006997447,0,up,train
43.09631162177453,27.741800601717017,0,up,train
20.037069496824984,16.341478256003438,0,up,train
30.10947049793782,19.446267473788453,0,up,train
157.76762619155357,129.13424462669877,0,up,train
31.51813148808931,22.08498705118865,0,up,train
25.78484498734631,14.145882207770546,0,up,train
22.59315247506409,28.087814379525994,0,up,train
15.916793555718602,105.32013237839558,0,up,train
28.10774315922988,20.404262742987708,0,up,train
30.647055874560632,24.485759160254958,0,up,train
21.993133185267514,18.00647335864339,0,up,train
15.4065645198786,21.533709668197954,0,up,train
14.684485030228938,17.82980711225878,0,up,train
40.733215993019755,19.885909974492794,0,up,train
34.06272463217709,21.41619388113569,0,up,train
10.477065862412745,18.980632774258577,0,up,train
22.30217807074277,18.18715833121012,0,up,train
20.08409405776014,17.2296843484293,0,up,train
36.28261320039519,23.220012247236447,0,up,train
35.46406126810766,19.54664238988317,0,up,train
9.776701061009511,8.338246196800021,0,up,train
36.84298211860155,23.60837634610713,0,up,train
42.646197286811955,23.98871702013659,0,up,train
34.65555579256066,22.07798888524616,0,up,train
28.207652447269673,34.447367673571534,0,up,train
33.57691477344221,19.060229992073783,0,up,train
42.96132221084385,63.22680969511845,0,up,train
58.32024040432546,53.29511154944958,0,up,train
138.12693171607546,145.53263065180795,0,up,train
34.48511144836732,22.844102540745894,0,up,train
27.84122366253571,16.26690173776694,0,up,train
24.11912086843909,29.12229317928674,0,up,train
33.09505500687946,25.729845357934288,0,up,train
36.929051916268136,22.920416841196666,0,up,train
36.44493484233339,26.479195924017578,0,up,train
26.21022505098122,17.83987754106995,0,up,train
28.63031369620696,95.64857156728732,0,up,train
37.597954032194814,26.33869134883199,0,up,train
30.84088234276868,22.960410794280858,0,up,train
22.291280852098378,100.74636960838367,0,up,train
19.989679937929008,154.39539866248137,0,up,train
26.35107467547787,21.131763220606473,0,up,train
19.886624594361212,13.723700951734823,0,up,train
17.929798981499545,10.795326250383233,0,up,train
25.482050294644562,23.27710376166879,0,up,train
8.298144261845632,13.050142855744296,0,up,train
22.885499882685764,20.21031535014877,0,up,train
27.564300839842016,129.04457106895524,0,up,train
39.22621806956167,135.9192546553579,0,up,train
119.50789019875569,169.36204771298034,0,up,train
21.123122916280817,46.70919359641472,0,up,train
24.62103323883933,22.10889249116325,0,up,train
29.06089040177681,27.282941707419035,0,up,train
13.893289618533787,17.81986302918324,0,up,train
30.96343118303532,23.550576407472423,0,up,train
38.28232116766558,17.243566383862404,0,up,train
33.09378258562835,22.76123570136876,0,up,train
31.638200790321548,21.30171661796621,0,up,train
14.368086171119515,13.564938396177087,0,up,train
42.25992739816204,24.76477399289882,0,up,train
30.749791640592754,20.26179190111523,0,up,train
38.711420026968,21.975732315113373,0,up,train
127.10938771714251,146.8722221791344,0,up,train
127.51287524126558,97.96753007683652,0,up,train
142.49545090804278,131.58718262153565,0,up,train
128.3130896214034,129.9068097670254,0,up,train
44.60382236325104,23.489082094763326,0,up,train
33.032187676821714,25.886372366061615,0,up,train
31.02710829941222,21.596441590179133,0,up,train
31.11650643688918,20.636021146682975,0,up,train
30.230685108226695,26.735571073631,0,up,train
12.64213868228091,13.316298085805117,0,up,train
163.16733357808187,154.80054908267894,0,up,train
137.57762997664636,146.49662992779307,0,up,train
178.98142130459456,144.87541049664134,0,up,train
38.85181629186012,14.193244526428039,0,up,train
17.964267575306675,18.02010011510796,0,up,train
24.37697246571332,31.728971422756633,0,up,train
16.056330660881198,67.33585713738773,0,up,train
24.475756586950247,107.45410635598138,0,up,train
23.64263888933503,81.0954698646841,0,up,train
18.477740109242653,95.69154662323025,0,up,train
52.13424857653813,151.07042070080436,0,up,train
150.85074695191096,160.97244783074598,0,up,train
155.1708853680784,146.4173001579061,0,up,train
146.10961083530844,164.57278155074982,0,up,train
161.78358707952438,172.6095549776816,0,up,train
167.21106818854133,173.02478182210743,0,up,train
28.980893677220436,19.73276849242523,0,up,train
15.016139515065145,13.22599643028045,0,up,train
33.544908148814336,25.16378894058169,0,up,train
28.519072302787833,25.044215991886205,0,up,train
18.566666052640624,12.922362783233915,0,up,train
35.02409438293385,23.104160229061915,0,up,train
34.204807288642314,18.335553722929696,0,up,train
34.26251514012163,25.735178097291143,0,up,train
37.142928333992515,12.473309288882648,0,up,train
29.60109466908276,25.219646895696222,0,up,train
30.487077842258802,17.757007617207094,0,up,train
46.1396027202059,25.893473281683203,0,up,train
41.73482668004814,25.274219687318226,0,up,train
35.46221217877515,22.638821788402524,0,up,train
42.479490873210615,25.822809383704637,0,up,train
32.4327142488357,19.281177468650995,0,up,train
110.52878151587478,104.28774873692882,0,up,train
119.16906139395199,90.63766125615189,0,up,train
24.125306646815968,12.636378987085433,0,up,train
22.59281755080779,19.895563003606117,0,up,train
19.40019310736325,17.688375262153105,0,up,train
5.952101714892967,18.86599033142392,0,up,train
18.037607171487775,22.725244898110056,0,up,train
28.185806514868112,18.282649443034376,0,up,train
18.861440719142735,24.26422144131484,0,up,train
20.28623094024424,14.768966411027339,0,up,train
29.111156040866064,20.363342380761097,0,up,train
0.5358422706991025,12.555969795276576,0,up,train
21.288375962994653,27.18655773988368,0,up,train
26.251765058478497,14.76710384891214,0,up,train
24.589314953515945,22.63043038976926,0,up,train
12.018895237103914,3.5714609790459764,0,up,train
39.311626960931726,21.0303587411898,0,up,train
28.81472010275907,26.224820681107747,0,up,train
16.272309188994825,13.256782746705,0,up,train
38.054054908749265,23.314737190867948,0,up,train
22.295199529226842,20.913521685812924,0,up,train
17.76781662576953,14.039776267984736,0,up,train
25.475371751042193,12.932380808947402,0,up,train
35.00980217922142,21.711415250763636,0,up,train
23.6987193472219,17.010789762339225,0,up,train
12.691209565651175,61.85554777898249,0,up,train
36.234133467304666,24.34909497343452,0,up,train
35.589702205923615,21.571584893264568,0,up,train
108.002661978632,21.29424644778956,0,up,train
61.59441440722159,118.39550577568622,0,up,train
28.91806979662086,25.31261207515742,0,up,train
113.29383229756787,55.178626059350776,0,up,train
24.55033228709008,21.460860553247826,0,up,train
22.386699002391893,9.67632506530228,0,up,train
45.22855983457399,38.79453121363919,0,up,train
11.898577186404788,4.8737987227888455,0,up,train
21.069005553655984,28.503499305582135,0,up,train
28.09048849041312,16.64172268672228,0,up,train
16.168254597726744,15.19474816039646,0,up,train
28.52194963694359,28.44037727911775,0,up,train
107.71918108971506,124.29562088969288,0,up,train
174.77293825755532,158.37995495164634,0,up,train
160.77036436552922,143.55454663544813,0,up,train
142.3375226958217,93.0985299993386,0,up,train
137.47091028670303,119.5694444230486,0,up,train
171.23786117406104,158.73635119770455,0,up,train
176.8867392674698,142.59954903748627,0,up,train
26.491305858490257,17.742782146961044,0,up,train
19.996888819731588,17.133032948146695,0,up,train
23.755270673709894,29.736970369439174,0,up,train
10.772205988771855,23.77196858141293,0,up,train
38.35239197579122,15.505213741390968,0,up,train
20.369707974104436,26.68170694392908,0,up,train
28.904952788752013,21.07972789550382,0,up,train
12.815378130238383,15.949650286912176,0,up,train
22.04034468512512,18.255164041147165,0,up,train
49.457942386845545,86.02349084085492,0,up,train
139.2255218172858,147.21290345313736,0,up,train
146.06743579414328,139.4238198559978,0,up,train
136.73099712530052,151.69206558204104,0,up,train
28.633344291744304,15.894280248538504,0,up,train
12.50902841463072,4.5308363289979345,0,up,train
19.85988535000077,20.560396322471984,0,up,train
44.85698773023983,21.36895745394573,0,up,train
24.753887729644482,22.70944747870616,0,up,train
38.84733590214746,22.376974800270535,0,up,train
21.312378138038802,22.868179661968856,0,up,train
30.699974852647923,47.6924410705466,0,up,train
30.62715628759985,22.137782566419858,0,up,train
